gene_id	gene_description	pathway	topic_ecosystem	category	subcategory
BAC0582	arsC;ARSC1_ECOLX Arsenate reductase OS=Escherichia coli GN=arsC PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0583	arsC;ARSC2_ECOLX Arsenate reductase OS=Escherichia coli GN=arsC PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0584	arsC;ARSC_ACIMA Arsenate reductase OS=Acidiphilium multivorum (strain DSM 11245 / JCM 8867 / AIU301) GN=arsC PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0585	arsC;ARSC_YEREN Arsenate reductase OS=Yersinia enterocolitica GN=arsC PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0586	arsC;P74313_SYNY3 Arsenate reductase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=arsC PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0033	arsD;ARSD1_ECOLX Arsenical resistance operon trans-acting repressor ArsD OS=Escherichia coli GN=arsD PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0587	arsD;ARSD2_ECOLX Arsenical resistance operon trans-acting repressor ArsD OS=Escherichia coli GN=arsD PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0034	arsH;E8PS81_YERPE Arsenic resistance protein ArsH OS=Yersinia pestis Java 9 GN=arsH PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0595	arsH;P74312_SYNY3 Slr0945 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=slr0945 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0035	arsM;Q6N3Y0_RHOPA UbiE/COQ5 methyltransferase OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) GN=RPA3562 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0036	arsP;B5LWZ8_CAMJU ArsP OS=Campylobacter jejuni GN=arsP PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0588	arsR;P74986_YEREN Arsenite inducible repressor OS=Yersinia enterocolitica GN=arsR PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0589	arsR;ARSR1_ECOLX Arsenical resistance operon repressor OS=Escherichia coli GN=arsR PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0590	arsR;ARSR_STAAU Arsenical resistance operon repressor OS=Staphylococcus aureus GN=arsR PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0591	arsR;ARSR2_ECOLX Arsenical resistance operon repressor OS=Escherichia coli GN=arsR PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0592	arsR;ARSR_STAXY Arsenical resistance operon repressor OS=Staphylococcus xylosus GN=arsR PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0593	arsR;ARSR_BACSU Arsenical resistance operon repressor OS=Bacillus subtilis (strain 168) GN=arsR PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0594	arsR;ARSR_ECOLI Arsenical resistance operon repressor OS=Escherichia coli (strain K12) GN=arsR PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0038	asr;ASR_ECOLI Acid shock protein OS=Escherichia coli (strain K12) GN=asr PE=1 SV=3	engineered systems	engineered systems	BactMet	biocide resistance
BAC0039	baeR;BAER_ECOLI Transcriptional regulatory protein BaeR OS=Escherichia coli (strain K12) GN=baeR PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0596	baeR;D0ZNE3_SALT1 DNA-binding transcriptional regulator BaeR OS=Salmonella typhimurium (strain 14028s / SGSC 2262) GN=baeR PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0040	baeS;BAES_ECOLI Signal transduction histidine-protein kinase BaeS OS=Escherichia coli (strain K12) GN=baeS PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0597	baeS;D0ZNE2_SALT1 Signal transduction histidine-protein kinase BaeS OS=Salmonella typhimurium (strain 14028s / SGSC 2262) GN=baeS PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0041	bcr;BCR_ECOLI Bicyclomycin resistance protein OS=Escherichia coli (strain K12) GN=bcr PE=1 SV=4	engineered systems	engineered systems	BactMet	biocide resistance
BAC0042	bepC;BEPC_BRUSU Outer membrane efflux protein BepC OS=Brucella suis biovar 1 (strain 1330) GN=bepC PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0043	bepD;BEPD_BRUSU Efflux pump periplasmic linker BepD OS=Brucella suis biovar 1 (strain 1330) GN=bepD PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0044	bepE;BEPE_BRUSU Efflux pump membrane transporter BepE OS=Brucella suis biovar 1 (strain 1330) GN=bepE PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0045	bepF;BEPF_BRUSU Efflux pump periplasmic linker BepF OS=Brucella suis biovar 1 (strain 1330) GN=bepF PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0046	bepG;BEPG_BRUSU Efflux pump membrane transporter BepG OS=Brucella suis biovar 1 (strain 1330) GN=bepG PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0047	bexA;Q93HR0_BACT4 BexA OS=Bacteroides thetaiotaomicron GN=bexA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0048	bfrA;BFR_MYCTU Bacterioferritin OS=Mycobacterium tuberculosis GN=bfr PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0049	bhsA/ycfR/comC;BHSA_ECOLI Multiple stress resistance protein BhsA OS=Escherichia coli (strain K12) GN=bhsA PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0050	blt;BMR2_BACSU Multidrug resistance protein 2 OS=Bacillus subtilis (strain 168) GN=blt PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0051	bltD;BLTD_BACSU Spermine/spermidine acetyltransferase OS=Bacillus subtilis (strain 168) GN=bltD PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0052	bltR;BLTR_BACSU Multidrug-efflux transporter 2 regulator OS=Bacillus subtilis (strain 168) GN=bltR PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0053	bmr;BMR1_BACSU Multidrug resistance protein 1 OS=Bacillus subtilis (strain 168) GN=bmr PE=3 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0054	bmrR;BMRR_BACSU Multidrug-efflux transporter 1 regulator OS=Bacillus subtilis (strain 168) GN=bmrR PE=1 SV=3	engineered systems	engineered systems	BactMet	biocide resistance
BAC0055	"cadA/yvgW;HMCT_HELPY Cadmium	 zinc and cobalt-transporting ATPase OS=Helicobacter pylori (strain ATCC 700392 / 26695) GN=cadA PE=1 SV=2"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0056	cadC;CADC_STAAU Cadmium resistance transcriptional regulatory protein CadC OS=Staphylococcus aureus GN=cadC PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0057	cadD;Q7A320_STAAN CadD OS=Staphylococcus aureus (strain N315) GN=cadD PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0058	cadR;Q93TP7_PSEPU CadR OS=Pseudomonas putida GN=cadR PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0059	cadX;A7LHQ4_STRSL CadX OS=Streptococcus salivarius GN=cadX PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0060	cdeA;Q7WZ38_CLODI EA protein OS=Clostridium difficile GN=eA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0061	cepA;FIEF_KLEPN Cation-efflux pump FieF OS=Klebsiella pneumoniae GN=fieF PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0062	ceuE;D3UGE4_HELM1 Periplasmic iron-binding protein Iron(III) ABC transporter CeuE OS=Helicobacter mustelae (strain ATCC 43772 / LMG 18044 / NCTC 12198 / 12198) GN=CeuE PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0063	chrA;CHRA_PSEAI Chromate transport protein OS=Pseudomonas aeruginosa GN=chrA PE=2 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0026	chrA;A4UQR4_9RHIZ Chromate transporter OS=Ochrobactrum tritici GN=chrA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0548	chrA1;CHRA1_RALME Chromate transport protein OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=chrA1 PE=2 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0027	chrB;A4UQR5_9RHIZ ChrB OS=Ochrobactrum tritici GN=chrB PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0064	chrB1;CHRB1_RALME Protein ChrB OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=chrB1 PE=2 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0547	chrC;SODM_RALME Superoxide dismutase [Fe] OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=chrC PE=1 SV=3	engineered systems	engineered systems	BactMet	biocide resistance
BAC0028	chrC;A4UQR3_9RHIZ Superoxide dismutase OS=Ochrobactrum tritici GN=chrC PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0065	"chrE;Q5NUZ8_RALME ChrE	 involved in the processing of chromium-glutathione-complexes OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=chrE PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0066	"chrF;Q5NUZ7_RALME ChrF	 regulatory protein	 involved in Chromate resistance OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=chrF PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0029	chrF;A4UQR2_9RHIZ ChrF OS=Ochrobactrum tritici GN=chrF PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0361	"chrI;Q1L9W3_RALME ChrI	 regulatory protein	 involved in Chromate resistance OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=chrI PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0538	chrR;Q7BD45_PSEPU Chromate reductase OS=Pseudomonas putida GN=chrR PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0539	chrR;CHRR_PSEUG CR(VI) reductase OS=Pseudomonas sp. (strain G-1) GN=chrR PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0067	cinA;Q9I036_PSEAE Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=PA2807 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0068	cmeA;Q8RTE5_CAMJU CmeA OS=Campylobacter jejuni GN=cmeA PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0613	cmeB;Q8RTE4_CAMJU CmeB OS=Campylobacter jejuni GN=cmeB PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0614	cmeC;Q8RTE3_CAMJU CmeC OS=Campylobacter jejuni GN=cmeC PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0615	cmeD;Q0P9M1_CAMJE Outer membrane component of efflux system (Multidrug efflux system CmeDEF) OS=Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168) GN=cmeD PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0616	cmeE;Q0P9M0_CAMJE Membrane fusion component of efflux system (Mutlidrug efflux system CmeDEF) OS=Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168) GN=cmeE PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0069	cmeF;Q0P9L9_CAMJE Integral membrane component of efflux system (Multidrug efflux system CmeDEF) OS=Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168) GN=cmeF PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0070	cmeR;Q7B8P6_CAMJU CmeR OS=Campylobacter jejuni GN=cmeR PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0071	cmtR;CMTR_MYCTU HTH-type transcriptional regulator CmtR OS=Mycobacterium tuberculosis GN=cmtR PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0203	cnrA;CNRA_RALME Nickel and cobalt resistance protein CnrA OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=cnrA PE=2 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0542	cnrA;B0B0H8_9BRAD Putative RND divalent metal cation efflux transporter (Fragment) OS=Bradyrhizobium sp. STM 2465 GN=nccA-like PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0543	cnrA;A9DF56_9BRAD Putative RND divalent metal cation efflux transporter (Fragment) OS=Bradyrhizobium sp. STM 2464 GN=nccA-like PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0544	cnrA;A9DF42_9BRAD Putative RND divalent metal cation efflux transporter (Fragment) OS=Bradyrhizobium sp. STM 2457 GN=nccA-like PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0545	cnrA;A9DF51_9BRAD Putative RND divalent metal cation efflux transporter (Fragment) OS=Bradyrhizobium sp. STM 2460 GN=nccA-like PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0546	cnrA;A9DF47_9BRAD Putative RND divalent metal cation efflux transporter (Fragment) OS=Bradyrhizobium sp. STM 2458 GN=nccA-like PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0204	cnrB;CNRB_RALME Nickel and cobalt resistance protein CnrB OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=cnrB PE=2 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0072	cnrC;CNRC_RALME Nickel and cobalt resistance protein CnrC OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=cnrC PE=2 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0073	cnrH;CNRH_RALME RNA polymerase sigma factor CnrH OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=cnrH PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0074	"cnrT;Q5NUX6_RALME CnrT	 Cation Diffusion Facilitator	 involved in Co(II)	 Ni(II) resistance OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=cnrT PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0075	cnrY;CNRY_RALME Nickel and cobalt resistance protein CnrY OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=cnrY PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
